company_name,news_date,news_header,news_story
yes bank,11-03-2020,"Yes Bank share price up 35%, SBI may submit resolution plan soon","The share price of Yes Bank shot up more than 30 percent for the second consecutive session on March 11 after reports said State Bank of India could soon submit a resolution plan to the cabinet committee on economic affairs.

The stock gained 35 percent intraday on March 11 after rallying 31 percent two days earlier. The jump follows a 57 percent correction on March 6 after the Reserve Bank of India (RBI) put Yes Bank under a moratorium till April 3. Customers will not be allowed to withdraw more than Rs 50,000 from their accounts till then but RBI-appointed administrator Prashant Kumar recently said they would try end the moratorium the end of the week.

Over the last weekend, State Bank of India's Chairman Rajnish Kumar assured depositors that their money was safe.

SBI will pick up 49 percent stake in cash-starved Yes Bank, with an initial capital infusion of Rs 2,450 crore, and of its total stake, it will hold at least 26 percent for three years. Experts feel it gives enough confidence to investors interested in Yes Bank.

Kumar said they had been meeting lot of investors—domestic and overseas—and doing due diligence to acquire stake in Yes Bank. ""We will give complete resolution plan for Yes Bank in next few days,"" he said.

The Economic Times, quoting sources, said the country's largest lender, State Bank of India, could be preparing a Rs 20,00-crore bailout plan for Yes Bank.

The private lenders would announce its October-December quarter 2019 results on March 14, Prashant Kumar said. ""Our target is to make all banking services available at the earliest. We expect clarity on capital requirement in a couple of days and RBI will come out with final reconstruction plan very soon,"" he said.

He also said with the SBI, getting new investors for Yes Bank won't be a problem. “SBI's presence will give investors a lot of confidence. We are confident of stabilising things latest by April 3 (when moratorium ends),"" Kumar said.

The stock was quoting at Rs 27.40, up Rs 6.15, or 28.94 percent, on the BSE at 1251 hours."
yes bank,11-03-2020,Yes Bank stock appears to have become a trading play: Amar Deo Singh,"Amar Deo Singh, Head Advisory, Angel Broking, cautions those trading Yes Bank as there is still no clarity yet on its future course of action.

He also advises against trading at the current juncture as 'uncertainty still looms large', but feels it could be a good buying opportunity for long term investors with valuations turning attractive.

Edited excerpts:

Q: In January, we hit a fresh record high and now the market is at a 52-week low? Can we say that we are firmly in a bearish grip or downtrend? What are the important levels to watch out for?

A: Technically, the short and medium term indicators have turned negative. However, the long term charts point towards a major support zone around the 10,000-10,200 mark.

One needs to definitely trade with caution as uncertainty still looms large. However, it could be a good buying opportunity with valuations turning attractive.

Q: What is the way ahead for the Indian market and what to you were the factors that led to the fall?

A: The market was extremely volatile from March 2 to March 6, with domestic benchmark indices closing almost 2 percent in the red and many stocks being hammered in excess of 5-10 percent.

Negative global sentiment due to the coronavirus outbreak, coupled with the Yes Bank crisis, hit the market hard and shook investor confidence, wiping out crores in investor wealth.

In an emergency move, the US Federal Reserve lowered interest rates by 0.5 percent, its first such emergency move since 2008 in response to the growing threat from the coronavirus outbreak.

Other global central banks are also geared up to take any such measure that they feel can stem the slowdown in the global economy. The Indian market is taking cues from its global peers. Till such time that we witness a soothing of investor concerns and the coronavirus outbreak being contained, the market is likely to remain volatile.

Foreign portfolio investors (FPIs) have turned net sellers in March so far, after being net buyers for the past six months, clearly mirroring happenings across the globe.

Q: What are the important levels to watch out for on the Nifty and Bank Nifty?

A: Major indices witnessed very high volatility last week, with the Nifty correcting almost 2 percent and Bank Nifty by around 4.6 percent.

Technically, the Nifty has strong support around 10,800 and 10,600 mark, which is also its previous major bottom that it made in August 2019. On the upside, resistance is seen around the 11,300-11,400 mark.

The Bank Nifty has crucial support around its previous bottom, i.e. 26,500-26,600 zone, whereas resistance is seen around 28,800-29,200 levels.

Q: What is the way out for shareholders of Yes Bank? Has it become a trading play? Also, what about the funds that have invested in the bank?

A: Yes Bank shareholders are in for a tough time ahead. It is definitely a sorry state of affairs. Given the type of volatility being witnessed in the Yes Bank stock, it appears to have become a trading play.

We would advise caution while dealing in this scrip as there is still no clarity yet on its future course of action. As RBI is seized of the matter, greater clarity shall emerge in coming weeks with regard to funds that have invested in the bank.

Q: Any important event which investors should watch out for this week?

A: Markets globally are adapting on a real-time basis to events unfolding with regard to the coronavirus outbreak. Hence, we are witnessing heightened volatility for the past couple of weeks.

Investors definitely need to be alert as news flow could fly, thick and thin. So, adopting a calibrated approach would be best, till greater clarity emerges.

On the events front, the European Central Bank (ECB) meets this week for their monetary policy statement. Investors should pay attention as it has a bearing on global markets.

Q: What is your near term target for the dollar-rupee?

A: The rupee depreciated by over 2 percent last week against the dollar on global concerns. It would now take a breather and consolidate in the 72.50-74.50 zone.

In case, we see any new negative developments on the coronavirus issue, then that could be a trigger for further depreciation in the rupee, else it could trade rangebound in the near future.

Q: Which sectors or stocks are likely to be impacted the most by the coronavirus outbreak? Can IT and pharma ride out the storm?

A: A sharp correction in crude oil prices should help reduce our energy bill, meaning a narrower current account deficit India. Pharma and IT have so far weathered the storm, but one needs to be cautious here as well, given the prevailing global uncertainty.

Q: The debacle in Yes Bank comes close on the heels of the Punjab & Maharashtra Co-operative (PMC) Bank episode. What does it tell you about the banking system? Do you think this would weigh on financials for some more time?

A: The banking system is the lifeline of any economy and country, and RBI is taking all possible steps to ensure that despite the recent happenings, confidence of the public remains firm and resolute in the banking system.

The overall slowdown in the economy, leading to NPA issues, need to be addressed so that credit flow in the system is enhanced in the months to come.

The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions."
yes bank,11-03-2020,Valuations still lofty for HDFC twins: Aberdeen Standard Investments,"Markets are going through volatility, many investors are sitting on the sidelines. So, at the moment, we are certainly not seeing money coming in, said Hugh Young, head of Asia Pacific of Aberdeen Standard Investments.

""We are not seeing open-ended mutual funds (MFs) -- we are not seeing cash rushing into the market at the moment. For us, it is more a matter of sitting on the funds we have, either rejigging our portfolio, adding to areas where we think have been oversold, maybe taking a bit of money out of areas that have remained very resilient. We do have a bit of cash in funds but typically that is a residual amount of one-two percent for eventualities and at the moment by and large we are sitting on cash particularly in open-ended funds, just in case there are redemptions,” he said in an interview with CNBC-TV18.

Speaking about Indian market, he said, “We typically remain largely invested. We don’t take major cash decisions when people have decided to go into a dedicated India fund partially because you never know whether they might have positions against themselves. So our portfolios by and large are fully invested. We do keep a bit of cash for redemptions.""

""One of our concerns has simply been that India is one of the most expensive markets and growth has not being coming through as expected. In India’s case - economic growth and earnings growth hasn’t been as strong as we were hoping for.”

“Broadly, financials could go through pain but it is going to be certain financials, which need to go through the pain. One of the issues, again specific to India has been that the financial sector is a bit of a mess and really hasn’t been cleaned up as it should have been. The silver lining in the dark cloud of Yes Bank is that things are being cleared up,"" he said, adding that as far the house is concerned, they have stuck with the quality end of the spectrum like the HDFCs, the Kotaks. However, the issue there is one of valuation and that one could see the valuation come down but they are not yet tempted to go into the lower quality end of the financial market and prefer to stick with co-holdings in the good long-term winners, said Young.

He added that valuations are still lofty for the HDFC twins.

“China’s market has held up remarkably well considering the coronavirus issue. One would have thought China would be one of the worst affected markets, but it hasn’t been. There has been support coming in for the China market but if anything, it has got more expensive relative to India. However, in absolute terms India still remains an expensive market, "" he said.

""I doubt there would be much major rejigging but given what is going on with markets at the moment, it is very hard to say anything with complete confidence,” he further mentioned.

When asked if he would increase allocations in Asian Paints, he replied, “We have been long-term holders in the paint sector. It has done fabulously over the last few decades. The holdings in that sector are far from cheap. The companies get long-term benefit from the lower input costs, so the house is comfortable holding them at the moment,"" he added.

Source: CNBC-TV18"
yes bank,11-03-2020,"After Yes Bank crisis, SEBI may limit MFs' exposure to AT1 bonds: Report","Following the Yes Bank crisis, the Securities and Exchange Board of India (SEBI) may limit the exposure of debt mutual funds (MFs) to additional tier 1 (AT1) bonds, according to a Business Standard report.

As of January 31, MF’s exposure to AT1 bonds is Rs 37,687 crore, the report said citing data from primemfdatabase.com. AT1 bonds, classified as quasi-equity instruments, are usually riskier than tier-1 bonds.

“The market regulator will take a look at the exposure level to such bonds in individual schemes. In some of the funds, the exposure levels are 20-30 percent of the scheme’s assets. The regulator is likely to question such excesses,” the chief executive of a fund house told the paper.

Also read | Explained: The impact of Yes Bank's AT1 bonds on debt fund investors

In its draft resolution plan for Yes Bank, the Reserve Bank of India (RBI) said that any instruments qualifying as AT1 capital would be written down.

Moneycontrol could not independently verify the story.

The RBI’s proposal on Yes Bank’s AT1 bonds suggests that preferential treatment will not be given to the bondholders over shareholders, the source mentioned earlier told Business Standard.

Bondholders have invested nearly Rs 94,000 crore in AT1 bonds issued by Indian banks, according to rating agency ICRA."
yes bank,11-03-2020,"Yes Bank crisis: ED probing NPAs of over Rs 20,000cr","Over Rs 20,000 crore of Yes Bank’s non-performing assets (NPAs) are under the Enforcement Directorate’s scanner. The investigation agency is probing whether these loans were disbursed after receiving instructions directly from the bank’s co-founder Rana Kapoor and whether the latter received ‘kickbacks’ for approving the same, a source told Moneycontrol.

Sleuths suspect that while granting these loans there was a lack of proper due diligence and non-adherence to norms as laid down by the Reserve Bank that led to these loans turning bad later.

ED will soon begin questioning officials from companies that have gone bad, with a source saying that the ""list of these companies may increase in coming days as the investigation proceeds."" The Central Bureau of Investigation (CBI) will also partner with ED in this probe.

It is likely to call its Yes Bank officials and its former Managing Director Ravneet Gill for questioning in coming days.

Kapoor is also suspected to have created several shell companies, some in the name of his family members, which ED suspects were used to receive kickbacks from the companies gone bad, the source added.

Yes Bank has a total exposure of over Rs 2.5 lakh crore. Of this, around Rs 42,000 crore has gone bad. The actual number of NPAs under the scanner could rise from the current Rs 20,000 crore once the true picture of Yes Bank's financials are revealed. RBI-appointed administrator Prashant Kumar said Yes Bank will announce its third quarter results on March 14.

On February 12, the private lender had informed exchanges that its Q3 earnings will be delayed beyond the regulatory timeframe, citing receipt of “non-binding expressions of interests (EoIs)” and discussions with “several prominent investors” for capital raising.

As per regulatory norms, a company must declare results within 45 days of a quarter end.

The investigation agency is also probing Kapoor's property in the UK and US, the source said. It has provisionally attached 47 paintings, including the one bought from Congress General Secretary Priyanka Gandhi Vadra in 2010 for Rs 2 crore.

Officials are interrogating Rana, his wife Bindhu and daughter Roshni at present. Rana’s custodial interrogation ends on March 11.

Troubles at the new-generation private sector started brewing ever since RBI denied an extension to Kapoor – who is in the ED’s custody on charges of financial mismanagement and money-laundering -- to continue as MD and CEO in September 2018, and had asked the lender to find a new successor.

On March 5, the banking regulator had put a moratorium on the cash-strapped bank, imposed withdrawal restriction of Rs 50,000 till April 3 and superseded its board through appointment of an administrator.

ED arrested Rana on March 8 after registering a case against him on March 7. The case also names former Dewan Housing Finance Corporation (DHFL) promoters Kapil and Dheeraj Wadhawan, who are accused of paying a Rs 600 crore bribe to Rana’s family.

CBI has registered a case against 12 entities including Yes Bank; Rana; Bindhu; their daughters Raakhe, Radha and Roshni; their companies Doit Urban Ventures (India), RKW Developers and Morgan Credits; DHFL; and Kapil and Dheeraj Wadhawan."
yes bank,11-03-2020,"RBL Bank says it is financially strong, well capitalized","In the aftermath of Yes Bank crisis, Private sector lender RBL Bank on March 11 said it is ""well capitalised"" and there is no adverse change in its asset quality. The statement comes in the wake of the Yes Bank crisis, following which stock prices of various banks went sharply down.

""The management of RBL Bank wishes to address the prevailing concerns around the bank which is based on misinformation, and warrants clarification,"" it said in a statement.

The lender further said that: ""We wish to re-emphasize that RBL Bank is a fundamentally strong institution. Rumours around financial health and stability of the institution especially in social media seem to be misplaced, motivated and not based on facts"".

The bank said it is well capitalised, has healthy liquidity, growth is on track and management remains firmly committed.

""There has been no material adverse change in the asset quality since we announced our Q3 financial results on 22 January 2020 and our guidance remains consistent,"" the bank said.

The bank further said that it has a capital adequacy ratio of 16.08 per cent with Tier-1 at 15.02 per cent (significantly higher than the prescribed regulatory requirement at 11.5 per cent and 9.5 per cent respectively).

""All our business segments are doing well, we continue to expand presence across newer geographies by adding branches and are also hiring more people as previously planned,"" the statement said adding that the bank continues to attract additional deposits from retail, corporates and institutional segments.

Shares of RBL Bank were trading at Rs 230.25, higher by 10.80 per cent over its previous close in early trade on BSE.

The stock had witnessed significant downtrend and had slumped over 30 per cent in the previous two trading sessions."
yes bank,09-03-2020,Govt has no plans to bring other pvt sector lenders under scrutiny post Yes Bank crisis: Source,"The government is not considering to bring other private sector lenders under scrutiny in the aftermath of Yes Bank crisis that has left lakhs of customers worried if their hard earned money is really safe in banks. ""There is no such plan,"" said an official source when asked if the Yes Bank crisis preceded by Punjab and Maharashtra Co-operative (PMC) bank debacle calls for scrutiny of other lenders also.

The official said that there has been timely action on part of both the government as well as the Reserve Bank of India (RBI).

""The bailout plan has also been announced, so this will be contained,"" said the official.

However, analysts expect that the new generation private sector lenders alongside the cooperatives could face slow growth in their deposits as the banking business is based on trust and confidence.

S&P Global Ratings said if Yes Bank's resolution process is prolonged, there is a risk the broader banking environment may take a hit.

""The uncertainty may engulf weak financial-sector entities, including non-bank finance companies or private-sector banks. Companies with marginal credit profiles, perceived governance issues, and aggressive risk appetites are particularly vulnerable. These could suffer from extended risk aversion, resulting in rising borrowing costs,"" S&P Global Ratings said.

Yes Bank being put under administration has further eroded the confidence in the financial sector in India. After IL&FS, DHFL and PMC Bank, this is a bigger setback given its size and profile, said Tarun Bhatia, MD & Head of South Asia in the Business Intelligence and Investigations practice of Kroll.

Brokerage firm Anand Rathi said deposit growth for select banks may slow down. ""The banking system is based on goodwill and trust. Given the recent events (including at PMC and Yes), new age private banks and smaller regional banks may see slower deposit growth, Anand Rathi said in a note on 'India Banks? Likely contagion effect of Yes Bank'.

It said although the regulator and the government have in both cases stepped in to safeguard the interests of depositors, ""we expect retail investors to park their deposits in PSBs and select larger private banks"".

At least in the short run, deposit growth in new-age private and smaller regional banks could therefore significantly slow down. This may push up their cost of funds, eating into their margins. Loan growth of private banks with higher C/D (cost to deposit) ratios could be slower, it added.

""The event raises serious issues around corporate governance in the bank but will now bring all other mid and small size banks under scanner too. The cost of capital will increase for the banks and there could be increase in asset side risks with growing concern on the quality of portfolio they hold,"" said Bhatia of Kroll -- a division of Duff & Phelps -- on Yes Bank development.

During the moratorium period, Yes Bank will not be able to grant or renew any loan or advance, make any investment, incur any liability or agree to disburse any payment.

As per the RBI's draft reconstruction scheme, State Bank of India (SBI) will pick up 49 per cent stake in the crisis-ridden Yes Bank under a government-approved bailout plan by infusing capital of Rs 2,450 crore.

Bank's financial health is not sound as it has failed to raise enough capital under the new leadership of Ravneet Singh Gill, who took charge as managing director and CEO from March 1, 2019.

Troubles at new generation private sector started brewing up ever since the Reserve Bank denied extension to its co-founder Rana Kapoor -- who now is in the custody of the Enforcement Directorate for financial mismanagement and money laundering charges -- to continue as MD and CEO in September 2018 and had asked the lender to find a new successor."
yes bank,09-03-2020,"Amid concerns over deposit safety, RBI dismisses use of m-cap ratio as parameter to assess banks","The state of affairs at private sector lender Yes Bank has dealt yet another blow to customers' faith in the Indian banking sector.

The Yes Bank episode comes close on the heels of the capitulation of the Punjab and Maharashtra Cooperative (PMC) Bank .

A media report noted that the health parameter as far as banks are concerned should be their market capitalisation (m-cap) ratio. It defined m-cap ratio as -- deposits of the bank/ value of the company in the stock market.

The value arrived at using this formula, the report said, helps ascertain the health of your bank. If the value is 2.5 or less, the bank with your money is healthy. It added that a comfortable m-cap ratio lies anywhere between 2 to 4 and anything above 4 is risky.

Using this formula, the report aarived at m-cap ratio for various banks, and that for Yes Bank stood at 8.96.

However, the Reserve Bank of India (RBI) dismissed these reports, adding that the analysis itself is flawed.

Also Read | Withdrawal cap at Yes Bank may be lifted as early as March 15, says Prashant Kumar

""Concern has been raised in certain sections of media about safety of deposits of certain banks. This concern is based on analysis which is flawed. Solvency of banks is internationally based on Capital to Risk (Weighted) Assets Ratio (CRAR) and not on market cap,"" the central bank tweeted.

Assuring all depositors regarding the safety of their deposits, the RBI said it closely monitors all banks.

Chief Economic Adviser (CEA) KV Subramanian also allayed fears of depositors saying that Indian banks are well-capitalised. He also pointed out that the use of m-cap ratio to measure the safety and solvency of a bank is incorrect. Additionally, he said that the standard measure used to assess the financial health and safety of a bank is its CRAR.

Also Read: Explained | The impact of Yes Bank's AT1 bonds on debt fund investors

Meanwhile, bankers and analysts also refuted the use of m-cap ratio to assess a bank's financial health, especially from the point of view of a lay person.

""You cannot judge health of a bank through its market cap,"" said Yuvraj Choudhary, analyst at Anand Rathi. He added that in case of the Indian banking system, the central bank provides certain safeguards, and hence people need not really worry about their deposits going bust. This, especially when the finance minister and the chairman of a public sector bank have stepped up and assured people.

The parameters that a retail investor could look at instead are: capital adequacy of a bank, the composition of its deposits-- retail, wholesale, corporate, the texture of the retail advances of the bank, net non-performing assets (NPA) of the bank and other such factors.

Last week, the RBI placed a moratorium on private sector lender Yes Bank wherein withdrawals from the bank were capped at Rs 50,000 for a month-long period. What followed this move was the obvious scene-- people queuing up outside the bank to withdraw their money."
yes bank,09-03-2020,Hopeful of moratorium being lifted this week: Yes Bank administrator,"In what may calm harried depositors of Yes Bank, its administrator Prashant Kumar on March 9 said he is hopeful of the moratorium on the private sector lender being lifted by Saturday. Merging Yes Bank with itself will have a ""negative impact"" on SBI, and an independently running institution should continue to do so after some help, Kumar, the former chief financial officer of SBI, said, dismissing speculation of an amalgamation.

In an interview to PTI, he also said that life insurance behemoth LIC was never approached for infusing capital and is not part of the plan now as well. Kumar was installed as the administrator of the bank by the Reserve Bank of India last Thursday, after the central bank superseded Yes Bank's board as it found that there was no headway in capital raising plans.

""We are hopeful that we will be able to work around, where the moratorium will be lifted by this weekend,"" he said, making it clear that moratorium lift-off and the capital raising plans are ""unconnected"".

""The trigger (for the lift-off of moratorium) will be approval of final (resolution) plan by RBI,"" he said, adding that work on fund raising is on in parallel.

On the capital raising, where there are reports of the bank needing at least Rs 20,000 crore to spring back to normalcy, he declined to give an estimate of the requirement but said it would like for most of the fund raising to happen in the first round itself.

""As of now, we are expecting that most of our capital requirement will be met initially itself. It may or may not happen. Definitely our plan is that we should complete the (entire) capital raising requirement before declaration of annual results, which is May 31, 2020,"" he said.

Kumar said it is possible that depositors may make a beeline to withdraw or transfer their deposits out of the bank once the moratorum is lifted and added that while there is no case for the depositors to act this way, Yes Bank has commitments from both the RBI and SBI to help with liquidity.

The bank is on track to come out with the results for December quarter on Saturday, he said, listing the preparation of the accounts as among his top priorities right now along with calming depositors and capital raising.

""The results on 14th will give complete picture on what is the position as of now, how much more impact will be there in the future because of our stressed book and what will be the requirement (of capital),"" Kumar said.

When asked if a forensic audit of the books by a third party is required to have a better picture, he replied in the negative.

""Not required absolutely. It is not a question of restating at all...if in your balance sheet, you come out clean, then where is the issue?"" Kumar questioned.

He also said that the moratorium-followed by SBI-led restructuring was the best that the government and the RBI could do, given the circumstances and underlined that a plan to merge is not advisable.

""Merger is not something which is good. Merger means a negative impact on SBI... instead of merger, you can always support to see that these institutions (are) run independently,"" he said, adding this is a ""strategic investment"" for SBI.

Kumar said in the case of Global Trust Bank case, which is cited often, it was a merger which could be directly carried out, whereas the rules under the Banking Regulation Act make it necessary for a bank to go into a moratorium first before a restructuring can be carried out.

On the reports of LIC being involved in the plan, he said, ""We are not looking at LIC. But if they want to come, they are most welcome. These are all rumours or some stories. Right from the beginning, LIC was not there at all"".

When asked if he expects legal challenges to the restructuring plan, given that the AT-1 bond holders have threatened to move courts, he said the investors were given a higher premium against the risk of losing all the money in case of an event.

Refusing to disclose what role he will be playing once the moratorium is lifted, Kumar also welcomed the role played by the employees over the last few days and assured that he will speak to them directly as the days progress.

Depositors' money is absolutely secure and they should not panic, he appealed, adding that they should not think of moving it into any other firm, asserting the bank will ""come out more stronger""."
yes bank,09-03-2020,"Yes Bank crisis: Depositors' interest top priority, says SBI Chairman Rajnish Kumar","When RBI imposed a moratorium on Yes Bank, it led to widespread panic in the financial ecosystem. But when it became public that State Bank of India (SBI) has emerged as the white knight of the troubled private lender, it assuaged the concerns of investors as well as depositors.

In an interview with CNN-News18, Rajnish Kumar, Chairman, SBI, explained how his bank is preparing the ground for Yes Bank's turnaround and the hurdles ahead.

Edited excerpts:

Q: How is the hunt for investors (for Yes Bank) going? Is SBI's presence giving investors confidence?

A: There's a very good response and all the ends are being tied...We will tell RBI soon that these are the people who are willing to invest along with us. RBI has to decide who will be the other co-investor.

Q: As part of the scheme, Yes Bank won't be merged with SBI. Will you be open for any eventuality where Yes Bank is merged with other bank?

A: We have not given a thought to it. There were efforts last year (of private bank acquiring it). The size of Yes Bank is fairly large. Except for HDFC Bank, it is very difficult for any other bank to acquire it.

SBI won't have any hesitation if any bank wants to acquire Yes Bank on the basis of RBI guidelines. SBI will always ensure that the bank is stable and depositors feel their money is safe...

Q: You once said that Uday Kotak is best suited to acquire Yes Bank. Is it right that Kotak Mahindra Bank bank did not acquire Yes Bank due to high-level of NPAs?

A: That was a light-hearted remark of mine to Uday Kotak in a panel discussion. Don't take that remark too seriously.

Also Read: Explained | The impact of Yes Bank's AT1 bonds on debt fund investors

Q: What is the expected timeline SBI has set to revive Yes Bank?

A: We are working on recapitalisation now. We will notify RBI with our required investment with co investors. When moratorium is lifted and new management takes over, they will further evaluate situation.

Also Read | Withdrawal cap at Yes Bank may be lifted as early as March 15, says Prashant Kumar

Q: How is SBI planning to go about in resusciating Yes Bank ?

A: A bank which has more than 1,100 branches, there will always be a control premium. There are various considerations on whch these things are decided.

Q: When the regulator has decided to write down 81 bond holders worth nearly 10,000 cr, why is it writing down the equity capital? Does it look ethically wrong?

A: I can't comment because it is in tte regulatory domain. The depositors need not worry. The board and managemeny will work towards resolving the issue.

Q: Why did you restrict SBI's ownership to just 49 percent?

A: We don't want 51% stake or want it to be a subsidary. Our intention is to give confidence to depositors. A credible name like SBI supporting Yes Bank is the need of the hour.

Q: What is the estimated level of NPAs? Rumours doing rounds peg it at more than Rs 50,000 cr?

A: Yes Bank is announcing its results on 14th March.

Q: Is SBI roping in investors who are willing to acquire more than 5 percent stake in Yes Bank?

It is not in our hands. We will give the list to RBI and they will then decide."
yes bank,09-03-2020,"Customers sensed all was not well with Yes Bank, withdrew Rs 18,110cr deposits during March-September 2019","Deposits at Yes Bank witnessed a steady decline during the March-September period last year as customers withdrew over Rs 18,100 crore, in a reflection of falling confidence in the bank. Yes Bank, which has been put under a moratorium by the Reserve Bank till April 3, during which customers are not allowed to withdraw more than Rs 50,000, had deposits worth Rs 2,27,610 crore at the end of March 2019 (or end of 2018-19 fiscal).

However, it fell to Rs 2,25,902 crore by the end of the first quarter ended June of the current fiscal year (2019-20) and further to Rs 2,09,497 crore by the end of the second quarter ended September of FY20.

The difference in deposits between March 2019 to September 2019, reflects withdrawals to the tune of Rs 18,110 crore.

Data beyond September is not available as the cash-strapped bank had announced that there will be a delay in publishing its results for the third quarter.

A Delhi-based customer said that he sensed that all was not good with the private sector lender and withdrew his majority of deposits beforehand, leaving only with the minimum balance to keep the account active.

""We kept hearing that there was some problem with the bank, therefore we took out our money well before the withdrawal restriction was imposed on the bank,"" he said on the condition of anonymity.

During the many months in the past, the bank battled hard to keep the rumour mongering at the bay, issuing statements that everything was fine and customers need not to worry about their deposits.

""Over the past few weeks, there has been a lot of unfounded speculation about Yes Bank's board and management stability, asset portfolio, future growth prospects amongst other things.

""We strongly refute such speculations which we suspect is a deliberate and malicious attempt to create instability in the institution by undermining investor and client confidence. We have apprised the authorities of these developments. The financial position of Yes Bank is sound and stable and its liquidity and operating performance continue to be robust,"" the bank said in a statement issued on July 8, 2019.

Another customer said he had limited deposits in Yes Bank and was not really worried much as the insurance amount has now been raised to Rs 5 lakh.

""Even as I could withdrew Rs 50,000 through cheque, I am not really worrying much as my account has limited cash. Moreover, the deposit insurance now covers up to Rs 5 lakh from Rs 1 lakh earlier, so there is not any such problem to me,"" said Lalit Kumar, a Delhi based Yes Bank customer.

A couple of other customers said they have pulled out all their money from the bank so there is nothing to worry for them.

However, a female customer reposed confidence and looked calmed, saying the government and the Reserve Bank have swung into action very swiftly and there is no need to worry.

She said she had come to the bank to withdraw the stipulated Rs 50,000 through cheque and there was no such problem in doing that.

Even as the customers were hassled since last Thursday late evening, queuing up before the Yes Bank ATMs across the country, the bank has assured that their deposits are safe and they can withdraw the money both for their own and other banks ATMs.

During the moratorium period, Yes Bank will not be able to grant or renew any loan or advance, make any investment, incur any liability or agree to disburse any payment.

As per the RBI's draft reconstruction scheme, State Bank of India will pick up 49 per cent stake in the crisis-ridden Yes Bank under a government-approved bailout plan by infusing capital of Rs 2,450 crore.

Bank's financial health is not sound as it has failed to raise enough capital under the new leadership of Ravneet Singh Gill, who took charge and Managing Director & CEO from March 1, 2019.

Troubles at new generation private sector started brewing up ever since the Reserve Bank denied extension to its co-founder Rana Kapoor -- who now is in the custody of the Enforcement Directorate for financial mismanagement and money laundering charges -- to continue and MD and CEO in September 2018 and had asked it to find a new successor.

The bank has a pan-India presence with branches in over 29 states and Union Territories. There were 1,450 ATMs, and 1,120 branches by end of March 2019."
